comment_id,comment_text,author,like_count,published_at,overall_sentiment,relevant,camera_mentioned,camera_sentiment,battery_mentioned,battery_sentiment,performance_mentioned,performance_sentiment,display_mentioned,display_sentiment,design_mentioned,design_sentiment,price_mentioned,price_sentiment
“What? Who are you?” finished me 😆 14:33,@IbrahimaDoumbia,510,2025-02-27T06:13:25Z,positive,False,False,,False,,False,,False,,False,,False,,
"""1:46 solid intro.""",@CuratedWithJoy,225,2025-02-27T08:53:17Z,positive,False,False,,False,,False,,False,,False,,False,,
"""I work in IT for a big commany the iPhone has been the go to work phone for us and the iPhone SE in particular we have around 400 in use. The problem we face is we have to get new phones in and also save cost. The fact that this phone is in Sweden is $679 and the iPhone 15 is $789 without vat is crazy we might have to switch after 15 years of using Appel phones.""",@OilmanMJ1984,1,2025-03-16T08:53:12Z,neutral,True,False,,False,,False,,False,,False,True,negative,,
"""I love Marques starting with a skit he should do that more.""",@TimiTayoLOL,152,2025-02-27T16:07:43Z,positive,False,False,,False,,False,,False,,False,,False,,
"""I loved when he said: """"I hate faster refresh rate"""" 😂😂😂""",@ingliz_tili_kursi_Hasanboy,130,2025-02-27T02:39:34Z,positive,False,False,,False,,False,,False,,False,,False,,
"""Your honesty is refreshing!""",@mainsink6385,81,2025-02-27T06:02:31Z,positive,False,False,,False,,False,,False,,False,,False,,
"""7:21  he remembers those comments from throwing the phone..😂😂  🤳🏽 7:18""",@Chutky_Dholakpur,0,2025-03-13T06:28:31Z,positive,False,False,,False,,False,,False,,False,,False,,
"""Damn that’s the one of the best intro ever", short yet clear and summarize everything you need to know. ,,,,,,,,,,,,,,,,,
"""Love the skit"," please do more in the future!""",@SpaceStrike,391,2025-02-27T03:54:22Z,positive,False,False,,False,,False,,False,,False,,False,
"""This isn’t remotely trying to appeal to someone who would consider a refurbished iPhone 15 or even know that there is a refurbished phone market. This is the newest phone for anyone who doesn’t understand specs and walks into the Apple Store to ask “what’s the cheapest phone you offer”""",@colbytanner7,0,2025-03-03T00:29:22Z,negative,True,False,,False,,False,,False,,False,True,negative,,
"""iPhone XR"," Recycled and Updated. ♻️✅️""",@48542p,610,2025-02-27T20:53:34Z,neutral,True,False,,False,,False,,False,,False,,False,
