comment_id,comment_text,author,like_count,published_at,overall_sentiment,relevant,camera_mentioned,camera_sentiment,battery_mentioned,battery_sentiment,performance_mentioned,performance_sentiment,display_mentioned,display_sentiment,design_mentioned,design_sentiment,price_mentioned,price_sentiment
UgzU3dzlbN_rb45xtl14AaABAg,"moto is offering good phones in case of designs, display, performance and software, but there has always been downside in camera and software updates if they can get this fixed they will crush competition",@NeerajYadav-yl2kl,24,2023-04-22T10:24:43Z,mixed,True,True,negative,False,,True,positive,True,positive,True,positive,False,
Ugy1waJbA-c2Yrpzp9Z4AaABAg,Bring back the Moto Z!! It rocked. Loved it actually.,@rxonmymind8362,5,2023-09-09T07:54:38Z,positive,True,False,,False,,False,,False,,False,,False,
UgxK8iOAqMnJ9hiiBp54AaABAg,I think Motorola gets overlooked because they always releasing these low-budget slightly to mid-range devices that all look the same perform the same cameras the same. Whenever they release devices like this on the higher-end a lot of people aren't ready for these devices because they're overshadowed by the galaxy s20 ultra-zoom of the world the Google pixel pros of the world the iPhone pro  Max's of the world. These devices don't really get talked about and even rarely reviewed because of Samsung Apple and Google chokehold on all the consumers. I have the Motorola edge 30 fusion I am shocked that it doesn't get a lot of credit or how good it is for the pricing. Who knows that might change with the release of this current higher end  device from Motorola,@allenblaine2793,10,2023-04-12T19:16:12Z,positive,True,True,neutral,False,,True,positive,False,,True,positive,True,positive
UgwRH8CYNAnLKSbo3s54AaABAg,This phone completely destroys the Pixel 7 pro in everything but the camera and I think that's what sets this phone apart and makes it a winner ❤️❤️❤️,@revitech8378,10,2023-04-09T11:29:34Z,positive,True,True,negative,False,,True,positive,False,,False,,False,
UgwHUdKk8dnbbsZqeqF4AaABAg,Was there stated an update policy ? I mean the one that is mentioned at 3:00 ... 3 year of OS upgrades and 4 years of security patches,@RemusVitan,1,2023-07-23T13:48:34Z,neutral,True,False,,False,,False,,False,,False,,False,
Ugz_D8h3mNoaYK-ILrB4AaABAg,Great review but can you guys please upload in 4k60 if you are going to show a 4k60fps clip for comparison,@GarageSupra,4,2023-04-09T09:17:54Z,neutral,False,False,,False,,False,,False,,False,,False,
Ugx8MO5sj8cXbdnqcON4AaABAg,GSMArena is Best...Love you❤GSMArena❤,@rezyanulriyad2794,0,2023-04-15T06:44:46Z,positive,False,False,,False,,False,,False,,False,,False,
Ugx2MHkN9KV2C4ZpbKN4AaABAg,"Gonna wait on it a bit. In my country it's only being sold WITHOUT the 125W charger in the box...granted price is below msrp but still feels like a rip-off, probably because retailers keep the msrp on display making it look like the phone is on sale. Pretty shitty tactic and i know i can't blame Motorola on this, it's the retailers",@gracefulhunter6479,5,2023-04-09T09:28:01Z,negative,True,True,neutral,False,,False,,False,,True,negative,False,
UgwoePNMoCtQA7OXfgF4AaABAg,THAT'S A GOOD PHONE OVERALL,@GOPANNGG,2,2023-04-09T16:03:49Z,positive,True,False,,False,,False,,False,,False,,False,
UgzKA_JzUW9j4HL10QR4AaABAg,I'd love this phone I with the stylus had these specs that'd make me even happier,@David-b7y5h,0,2025-03-28T23:18:08Z,positive,True,False,,False,,True,positive,False,,False,,False,
Ugw2tz8LnubBpVjaigV4AaABAg,"Motorola Phones doesn't look premium before even at those high prices, but this??! It looks Premium to the eyes! This is the 1st time I like the design on the Motorola.",@Jisooee,7,2023-04-09T07:49:53Z,positive,True,False,,False,,False,,False,,True,positive,True,positive
Ugz8UUuZF3kbZPX3WWR4AaABAg,Camera can be fixed with gcam,@mshahrukhakram0,9,2023-04-09T09:20:25Z,neutral,True,True,negative,False,,False,,False,,False,,False,
UgzWrBgSxIVGAGF_eAZ4AaABAg,"What good is 3 year OS upgrade support if it takes 3 years to receive a single OS update? Speaking from my experience with Lenovo moto phones, moto never again ;)",@ytmandrake,5,2023-04-26T16:37:33Z,negative,True,False,,False,,False,,False,,False,,False,
UgySnCEGZRa-w6p-Crx4AaABAg,"I have an Edge 30 Pro coming from a Motorola One Zoom. I loved the camera on that one (3x Telephoto was especially nice). Really not liking the heavy contrast on the newer models. Outdoor and night shots look solid, but all indoor shots have darker colors to them which is annoying.",@hitemup92,0,2024-05-28T15:41:47Z,mixed,True,True,negative,False,,False,,False,,False,,False,
UgyU7OCOf8C9uM7uu094AaABAg,Why are the making phones with 165hz when the screen res is only 1080p ? 1440p is the first thing I look for in a phone. 90hz is enough for me. Text doesn't look that sharp on a 400ppi screen.,@TanvirAlif,2,2023-04-11T11:56:36Z,negative,True,False,,False,,False,,True,negative,False,,False,
UgwPK9c_1ly1Yc_9c4B4AaABAg,Will the states version of the Edge plus 2023 be any different...?,@CROW_CREEK_SIOUX,2,2023-05-07T07:42:21Z,neutral,True,False,,False,,False,,False,,False,,False,
UgzZH_gYzTOm_mxK4lJ4AaABAg,"For ppl saying ""just install Gcam""
It's been a year and if I go in xda now there is a post describing the best gcam port and there's like 47 caveats to it, so yeah unfortunately there's no rock solid solution for moto's camera issues",@Rizwaan122,0,2024-08-18T15:45:42Z,negative,True,True,negative,False,,False,,False,,False,,False,
UgxLGBQaIWR2YwZcvkV4AaABAg,Anyone know when you can get this on contract in the UK?,@paulrichards3214,2,2023-04-28T09:09:43Z,neutral,True,False,,False,,False,,False,,False,,False,
UgzxUlf1Xpz-5V2aYN54AaABAg,"Motorola Edge 40 with the Mediatek Dimensity 8020 processor sounds impressive, but is it really worth the hype?",@benjaminlee3669,4,2023-05-09T12:05:29Z,neutral,True,False,,False,,True,neutral,False,,False,,False,
UgxY_SmnBlpXmWN0Nvd4AaABAg,"Moto Edge 40 pro is PRO in almost everything except cameras. But it offers other ""bonuses"" in return: charger, ready for, etc. I like the slim  form factor. If you like drawing, the Samsung Ultra is the one. I like both. Mho (my humble opinion).",@rafaelantoniodiazamador2514,0,2024-03-18T23:59:26Z,positive,True,True,negative,False,,False,,False,,True,positive,False,
UgwvyZ4rCjsHzurBT794AaABAg,"With Android 14, the EDGE 40 Pro, Motorola's flagship, should be improved and customized (as all other cell phone brands do) in various ways, for example: the alarm clock that does not work in energy saving mode or with the cell phone turned off;
the photo gallery which has few editing functions and does not allow you to go back;
photographic digital zoom optimization with AI;
etc.",@SOPRAVVISSUTO1,0,2023-12-02T12:10:00Z,negative,True,True,negative,False,,False,,False,,False,,False,
UgwEoCXchd30t2FyUl54AaABAg,Would it kill you to finish the Find X6 Pro review?,@Serbofreak,2,2023-04-09T10:11:49Z,negative,False,False,,False,,False,,False,,False,,False,
Ugy-sXYGXB66lpi_yE94AaABAg,Every time Motorola flagships have an average camera. They should do something about that.,@nostalgiaplex,0,2023-04-09T12:39:15Z,negative,True,True,negative,False,,False,,False,,False,,False,
UgxccHoy9hhA2MqrTNR4AaABAg,I always respect moto...love the new razr flip also💯💯💯,@jazzip2989,0,2023-09-16T22:44:57Z,positive,True,False,,False,,False,,False,,False,,False,
Ugy9a3MwBvVED-Q9flh4AaABAg,Looks good it's a shame the camera quality isn't good. I think their next version will be more refined with improved camera quality.,@ralpha1,9,2023-04-14T23:00:00Z,mixed,True,True,negative,False,,False,,False,,True,positive,False,
UgzIBD3UXq8cy_f490B4AaABAg,"Why don't they fix their cameras? I don't understand, they are making good phones, just fix cameras and updates, is it that tough? Don't they have an r&d team?",@SafedKhargosh,1,2023-04-24T09:09:54Z,negative,True,True,negative,False,,False,,False,,False,,False,
UgytQSvjOozBtygHoLt4AaABAg,"As a huge fan of your channel  I want to ask you a question that would make me choose my next flagship purchase 
From your usage & your pure unbiased opinion can you tell me which is more smoother in everyday usage & which has better optimizatied animation 
Motorola edge 40 pro or s23 ultra 
I don't need a pushing limit camera 
All I need is the smoothest experience that I can get from Android experience
So, I hope you answer 
Your answer will make my decision
So,it is much appreciated
Thank in advance",@blackassassin8900,3,2023-04-09T07:48:15Z,neutral,True,False,,False,,True,neutral,False,,False,,False,
UgwSAgovN1JHVsxlg7h4AaABAg,"Since the Chinese version comes only with English and Chines, I want to enquire if the English is US or UK English.",@akejuifeoluwa4632,0,2023-09-14T13:01:17Z,neutral,True,False,,False,,False,,False,,False,,False,
UgxGrT7ERu0mRMGQbGd4AaABAg,Hope it will be available in the Philippines,@mariusgleenespero7803,6,2023-04-09T07:47:28Z,neutral,True,False,,False,,False,,False,,False,,False,
Ugzy4oImFVqVouvkR794AaABAg,Hey will another xiaomi phone I hope you take a look at Is the xiaomi 12 turbo it's got the snapdragon 7 plus gen 2 at the moment it's only available in China I'm hoping that xiaomi will release it globally,@jasonmcmeekin2214,2,2023-04-09T12:53:15Z,neutral,False,False,,False,,False,,False,,False,,False,
Ugy89a4Ku_pqHO2m-Rd4AaABAg,"Phone truns off during deep sleep, it a major bug for this flagship phone, there are multiple community posti on motorola forums",@ArtikSlash,1,2023-12-31T08:53:53Z,negative,True,False,,False,,False,,True,negative,False,,False,
Ugx4h_9Mwy_MXvWC6oN4AaABAg,i wish this phone came officially in my country :(,@muhammadilhamrobani7042,0,2023-06-09T13:57:45Z,neutral,True,False,,False,,False,,False,,False,,False,
UgwBgBmMsKqU9yQ4SvN4AaABAg,What's the name of the music tha you used to test  the soeakers of the phone?,@patriciolopes,0,2023-05-05T13:39:03Z,neutral,True,False,,False,,False,,False,,False,,False,
UgzN2wHKRNpoozCUcYx4AaABAg,"When you say prolonged stress test,how long was it?",@BastardOfTheNorth,0,2023-08-02T21:04:10Z,neutral,True,False,,False,,True,neutral,False,,False,,False,
Ugy-aNRX6pIHHNKws1J4AaABAg,"Ook, in your opinion better this or Oneplus 11???",@obiwan1772,0,2023-04-10T14:19:46Z,neutral,True,False,,False,,False,,False,,False,,False,
UgxJwG4fgYZL7xZp8vR4AaABAg,Now 10 bit or 12 bit colors overlooked by OEMs they are focusing mainly on refresh rate.,@rikiyrkshkmr,4,2023-04-10T06:36:17Z,negative,True,False,,False,,False,,True,negative,False,,False,
UgwRXEYmEc70Bs8XrY94AaABAg,"I have a mi9t and just looking for an affordable phone to replace it but the cameras on new phones are just getting worse somehow! What is this! Mi 9t has some incredible cameras specially if you know how to shoot with them
Edit: I don't like the pixel just the design is not for me. Doesn't look and feel premium",@kianhoo9197,0,2023-09-22T19:21:57Z,negative,True,True,negative,False,,False,,False,,True,negative,False,
UgwQfKVkWVDQbYmkiy14AaABAg,I think I'll wait for the moto 40 ultra and see what it offers. Calling a phone a pro with sub standard cameras is unforgivable especially if your offering the latest snap dragon gen 2 chipset...,@tazmania1066,21,2023-04-09T10:10:51Z,negative,True,True,negative,False,,True,positive,False,,False,,False,
UgyfmTuBb12EuyWSlWd4AaABAg,i like that they are providing usb pd support.,@Can_You_Hear_Me,0,2023-04-29T03:04:05Z,positive,True,False,,False,,False,,False,,False,,False,
UgzwxGSfRt9ytN_DrUF4AaABAg,When is it getting released in dubai?,@Transporter-t8j,0,2023-08-12T06:20:27Z,neutral,True,False,,False,,False,,False,,False,,False,
UgwNOkirOPWlEMRgvj94AaABAg,Is it good if i change from galaxy s10 to the moto edge plus 2023?,@gnr1090,1,2024-03-08T00:59:01Z,neutral,True,False,,False,,False,,False,,False,,False,
UgzrDkawCcEPIrVtfHR4AaABAg,Hi are you going to review the Motorola edge 40 neo,@MohammedNassir-xz7pc,0,2023-09-15T10:50:29Z,neutral,False,False,,False,,False,,False,,False,,False,
UgyH2wB5ybAlJWRre5t4AaABAg,Is this the same as the moto edge plus 2023?,@SaveAPennyBustANut,1,2024-02-18T05:59:46Z,neutral,True,False,,False,,False,,False,,False,,False,
UgyJTIFGMzO6yj1gMhN4AaABAg,"Why has no one who has reviewed this smartphone mentioned that unfortunately it has DRM Widevine L3 which does not allow you to see streaming platforms in high definition with hdr10+ ?
I wonder what's the point of having a dolby vision display and hrd10+ support if then the streaming is in SD !!!",@claudiosala1220,0,2023-05-09T01:16:32Z,negative,True,False,,False,,False,,True,negative,False,,False,
UgwcfP3IxSo6LC3u48V4AaABAg,Thanks for sharing 🙏,@sudheshsankarkk,0,2023-04-10T11:12:58Z,positive,False,False,,False,,False,,False,,False,,False,
UgzIXjlrBfx485SLrER4AaABAg,When it will release in India ?,@faisalshaikh7994,0,2024-01-10T09:40:10Z,neutral,True,False,,False,,False,,False,,False,,False,
UgzzMFW8esnakL7j52B4AaABAg,When does the 512gb come out in the UK?,@Visual_Ghoul,0,2023-04-10T17:27:51Z,neutral,True,False,,False,,False,,False,,False,,False,
Ugzvhqq9gbnrvmtVMLt4AaABAg,@GSMArenaOfficial Tablets lineup is long due. Both budget & high-end. A comparative review is  a must.,@Phynix72,0,2023-04-09T12:45:25Z,neutral,False,False,,False,,False,,False,,False,,False,
UgyI5mkU5BVczR4k5Rl4AaABAg,beautiful design ❤️,@INDIAN_KITCHENS_FOOD,4,2023-04-09T10:45:15Z,positive,True,False,,False,,False,,False,,True,positive,False,
Ugy0a2PvOoJFUcJhh-h4AaABAg,One thing i would definetly mention is that it costs much less than a Galaxy s23. It is WAY CHEAPER!,@Pufferzsola,5,2023-04-09T08:00:11Z,positive,True,False,,False,,False,,False,,False,,True,positive
Ugydm4AKmLy8hW1uOzJ4AaABAg,can you compare it with google pixel 7 pro ???????,@brainbites7707,1,2023-05-21T06:39:06Z,neutral,True,False,,False,,False,,False,,False,,False,
UgxN7y3-IcWYGA-uTFN4AaABAg,Can you review the zte nubia z50?  The most affordable snapdragon 8gen2.,@fellapuz3616,1,2023-04-09T12:34:26Z,neutral,False,False,,False,,False,,False,,False,,False,
UgyeD82q6aeTTdBfnyV4AaABAg,Impressive BUT I am so over curved display,@MJG70,1,2023-04-11T19:07:01Z,mixed,True,False,,False,,False,,True,negative,False,,False,
UgyprMj8vA2nOZjGpJR4AaABAg,Any one know the release of Moto Edge 40??,@sumanthachark,1,2023-04-09T14:24:08Z,neutral,True,False,,False,,False,,False,,False,,False,
Ugwlpar3JYyIxuC-S1t4AaABAg,I have Edge 30 Pro and I not happy with it. Software update is too slow and has many bugs. Android 13 update make it worse. It has oled but disable aod function. My next phone will not Moto anymore. :(,@TecterOne,1,2023-05-08T15:34:17Z,negative,True,False,,False,,True,negative,False,,False,,False,
UgzfKWYOKbRIsQ5Xczt4AaABAg,When it come in India???,@Rahul_Kumar_Bxr,0,2023-06-13T10:47:57Z,neutral,True,False,,False,,False,,False,,False,,False,
UgzGGCyAdNgbCwlFobF4AaABAg,Plz review the Samsung Galaxy a34😊,@nkanyezimthimunye7165,6,2023-04-09T09:07:08Z,neutral,False,False,,False,,False,,False,,False,,False,
Ugzwi82lwMTbWDTgqkx4AaABAg,Even if i the video is playing in HD it doesn't seems HD why?,@prasadmadival4582,0,2023-04-28T15:13:32Z,negative,True,False,,False,,False,,True,negative,False,,False,
UgyomB05pCH81ZBiE2N4AaABAg,Does it smatphone transition between rear cameras during video recording??,@Brutal64,0,2024-11-27T10:43:06Z,neutral,True,True,neutral,False,,False,,False,,False,,False,
UgzHEYYFZxcOnP95U1Z4AaABAg,"Why do so many empty heads care so much about the camera these days? 
Most people aren't even professional photographers and there is no difference between 4k and 1440p on a 6-7 inch phone. 
Not even mentioning the human aspect, 165 hz is just a waste of energy. Ridiculous, this phone ticks all the boxes. What your looking for is not a phone but a better life.
Only if people spent more attention to improving themselves and not just their possessions, this world won't be such a shitty place.
A world where someone who kicks balls or sings for a living is more valued than those who saves lives. Such a pitty.",@Maddof_Erroz,12,2023-04-09T15:58:10Z,negative,True,True,negative,False,,False,,True,negative,False,,False,
UgwMPBWdGYCaqEu5tmt4AaABAg,"what is the use of a 165hz refresh rate? even the most competitive gaming phones utilize 120 or 144hz, there is only so much you can actually notice on a limited space display like a phone screen. and it doesnt even reach 165hz on auto mode. moto should have put more research and money on the cameras and software instead of using it in a gimmick that users wont even be able to tell the difference",@apolloxlix679,0,2023-04-09T16:35:09Z,negative,True,True,negative,False,,False,,True,negative,False,,False,
UgzyPyeTp8fHEdyZPqR4AaABAg,Watching edge 40 pro on my edge 30 pro 🥲 I love Moto's software of stock Android plus some moto features and speed+battery on moto phones are great too... I will try it out once price drops 😛,@DrSlash-cb5sc,4,2023-04-09T20:36:24Z,positive,True,False,,True,positive,True,positive,False,,False,,True,neutral
UgyWByNbRl3b3NwmoEZ4AaABAg,"U guys dont realise how fast it is 120 W. And it has a Snapdragon 8 Gen 2 on it, a verry powerfull processor.",@ProfessorXtreme,0,2024-10-27T17:26:08Z,positive,True,True,positive,False,,True,positive,False,,False,,False,
UgyS7i5SD6mXSmyuqd94AaABAg,"What about the version in USA?
How long does it take to fully charge?",@gnr1090,0,2023-06-11T01:52:28Z,neutral,True,True,neutral,False,,False,,False,,False,,False,
UgwGnUG8E-UCvepCMmx4AaABAg,Still no android 14 update..,@Jeff.55649,1,2023-12-12T18:18:49Z,negative,True,False,,False,,False,,False,,False,,False,
Ugwi7FLMuDju7Uk9Uyl4AaABAg,If that phone had good cameras and micro SD card expansion and supported SDXC I'd 100% buy it.,@RBFR01,0,2023-09-08T04:23:51Z,negative,True,True,negative,False,,False,,False,,False,,False,
UgyY1JezFc6XSBDainl4AaABAg,I really like this phone but I'm disappointed that it's only in boring black. I dont mind the back being black but only if the side rails are a silver metal color brushed or shiny. They dont seem to make that simple classy color scheme anymore for some reason. When you make the metal rails black too its another level boring,@michaelfedorsha8147,0,2023-06-23T00:23:05Z,mixed,True,False,,False,,False,,False,,True,negative,False,
UgwVaYsXJAlS55SGvCF4AaABAg,Not such a great battery life when using 165 refresh (these are opposing settings),@ut1004bp,0,2024-10-16T20:59:34Z,negative,True,True,negative,True,negative,False,,False,,False,,,
Ugy2_VRsLApdEyLM5O14AaABAg,"""The road to success and the road to failure are almost exactly the same."" -Colin R. Davis",@earn635daily,0,2023-04-10T06:18:40Z,neutral,False,False,,False,,False,,False,,False,,False,
Ugwy9bXobwB4Y2Hb2SF4AaABAg,when it will launch in india????/?,@LankeswariMotors,0,2023-08-14T13:33:42Z,neutral,True,False,,False,,False,,False,,False,,False,
Ugyi4dj4npwdrkSbold4AaABAg,which phone 0 to 30 min full charge & excellent Vedio quality under 350 euro?,@nafiskib9539,0,2023-04-09T20:26:17Z,neutral,True,True,neutral,True,neutral,False,,False,,False,,,
Ugx-uZbUH7JtEYhNaLt4AaABAg,Does this phone come with a factory fitted screen protector at all please?,@MrWebPleb,0,2023-07-28T21:37:16Z,neutral,True,False,,False,,False,,True,neutral,False,,False,
UgzUSNyIEtUHmsehR8x4AaABAg,How many years of software support/android updates ?,@harrykout,0,2023-04-17T14:53:07Z,neutral,True,False,,False,,False,,False,,False,,False,
Ugy8dVC1xx9EA6a4-gp4AaABAg,what color it have?,@ThePearlofOrient,0,2023-07-15T15:39:01Z,neutral,True,False,,False,,False,,False,,True,neutral,False,
UgxBXfV1NcgSmGXOF7N4AaABAg,How's the camera compared to 12 r OnePlus?,@ahmedmustafa8166,0,2024-08-24T15:41:16Z,neutral,True,True,neutral,False,,False,,False,,False,,False,
UgwCis6IDPE-U92ekah4AaABAg,1:19 at that price 1080p is not acceptable,@DerrickBest,0,2023-04-30T13:48:31Z,negative,True,False,,False,,False,,True,negative,False,,True,negative
UgzpGOFwTu0Nec0YVeB4AaABAg,Will is an ai driven robot,@loveisthething,1,2023-07-24T17:53:30Z,neutral,False,False,,False,,False,,False,,False,,False,
UgzVqgtVJwEyc4lcUlt4AaABAg,Has foto stabilization?,@AdydeAdy21,0,2024-01-14T21:06:06Z,neutral,True,True,neutral,False,,False,,False,,False,,False,
Ugz0Q3GCGMHVkQBR-kx4AaABAg,no mention of headphones l jack,@tommyaudio,0,2023-08-20T01:46:03Z,negative,True,False,,False,,False,,False,,False,,False,
UgwFGmfPj03C4aePPB14AaABAg,Is there always on display or it still need to knock on?,@mikewalker2773,0,2023-06-03T05:42:22Z,neutral,True,False,,False,,False,,True,neutral,False,,False,
UgzCkzvYHvuNBF3YfmR4AaABAg,"Very good hardware, I worry about the software tho",@C_C-,2,2023-04-11T02:32:19Z,mixed,True,False,,False,,True,positive,True,negative,False,,False,
UgzQvk8myd5EO2AFmqV4AaABAg,I want flat design industrial like iphone,@NafisEmon-eu1vn,1,2023-04-10T14:30:45Z,neutral,True,False,,False,,False,,False,,True,neutral,False,
Ugxdyu1vh3xY-OtyNI94AaABAg,"i had this phone for 2 months and man the bugs killed it , no updates , so i sold it .",@Fearless-Hyena,3,2023-04-09T14:18:39Z,negative,True,False,,False,,True,negative,False,,False,,False,
UgwdXu7JWS4v0jRXXqJ4AaABAg,My last one first into flames a week ago almost in my hands,@JeffGoike-m3e,0,2024-08-26T18:59:04Z,negative,True,False,,False,,False,,False,,False,,,
