comment_id,comment_text,author,like_count,published_at,overall_sentiment,relevant,camera_mentioned,camera_sentiment,battery_mentioned,battery_sentiment,performance_mentioned,performance_sentiment,display_mentioned,display_sentiment,design_mentioned,design_sentiment,price_mentioned,price_sentiment
Ugy66NXKdeQ8UXXYNjJ4AaABAg,"""The Dynamic Island looks awesome. Seems like they really embraced the idea of “The Obstacle is the Way.”""",@DM81901,162,2022-09-08T06:26:25Z,positive,True,False,,False,,False,,False,,True,positive,False,
Ugx8PdSg8BeBcG9T3Dd4AaABAg,"""Hello Marques",,,,,,,,,,,,,,,,,
I was just about to preorder an iPhone 14 pro, but I compared it also to the 13 pro. And I think I noticed something that no one talked about yet.,,,,,,,,,,,,,,,,,
The bottom edge of the dynamic Island is a view mm lower than the Classic notch…,,,,,,,,,,,,,,,,,,
This means, that this notch will overlay on many many 18:9 videos, as you have it on your channel.,,,,,,,,,,,,,,,,
What are your thoughts about this? I have an XR right now and the old notch perfectly fits 18:9 videos," so the notch does not overlay most of the videos.""",@Hamudy007,34,2022-09-11T18:16:26Z,neutral,True,False,,False,,False,,True,negative,True,negative,,
Ugx_C1UPKY6OwAZSrIx4AaABAg,"""The speed at which this video was released and the quality of it is just incredible.""",@jasperrhodes4306,229,2022-09-08T05:34:30Z,positive,False,False,,False,,False,,False,,False,,False,
Ugx7W792iR8NLT7aX8R4AaABAg,"""Well", the pill-shaped cut-out? Expected. But, man, we didn't expect that Dynamic Island feature. Makes the notch functional and also lets Apple sit back another 5-years without having to worry about removing or reducing that thing. Well, neat on their part atleast.,,,,,,,,,,,,,
"EDIT: The comment-section is just iSheeps and Fandroids fighting over a feature! Lol.""",@smansab59,694,2022-09-08T16:16:32Z,neutral,True,False,,False,,False,,False,,True,positive,False,,
Ugy7t56gO2UgLxr7ZBB4AaABAg,"""The iPhone 14 lineup just feels like a software update branded as a new phone.""",@thomashodgetts5147,155,2022-09-08T15:48:00Z,negative,True,False,,False,,False,,False,,False,,False,
UgyJvc1ixo6hSI0bMXh4AaABAg,"""The concern about the sun setting by the end of the video is hilarious lol""",@ivan_valerian,0,2022-10-29T10:19:48Z,positive,False,False,,False,,False,,False,,False,,False,
UgwI5bH4SdKwViSRQcB4AaABAg,"""The dynamic island is really good so happy to see some surprise come from the event which wasn’t leaked at all.""",@Thunder_God_Bane,515,2022-09-08T12:55:02Z,positive,True,False,,False,,False,,False,,True,positive,False,
UgzhRRPm1Taxbq5on-V4AaABAg,"""That low-key shrinkage of the camera cutout at 10:15 is smooth AF!""",@joelninan,6,2022-09-09T13:02:12Z,positive,True,False,,False,,False,,False,,True,positive,False,
UgxRewVgbVJkrkVTMrp4AaABAg,"""They used a hardware limitation (camera cutout) to develop a cool UI solution. Really clever and nicely done.""",@djaktube,535,2022-09-08T12:34:43Z,positive,True,False,,False,,False,,False,,True,positive,False,
Ugy3iZfFAMm-g7xN85V4AaABAg,"""Me: Apple no longer innovates.. Apple: Shut up at least we have a Dynamic Island this year..""",@OriginalTheElsonMr,8,2022-09-08T08:07:56Z,negative,True,False,,False,,False,,False,,True,negative,False,
UgxAw3mmXR-KS84Q6NJ4AaABAg,"""The Dynamic Island feels like what some makers do with their camera bumps: the cutout is going to be there", it is going to be talked about, so lets embrace it and make the best we can do with it. Its a very good utility, very well executed from the looks of it, the animations are smooth and helps make the cutout look more useful than it would if it was just for the camera and sensors.,,,,,,,,,,,,,
UgzRK66GZWENGXrm6PN4AaABAg,"""I'm a little concerned about how the dynamic island will react when you're playing games or using a full screen app in general . Accidental touches may end up opening another app or closing the game you're playing which will be really annoying . Wasn't a problem before because the notch wasn't touch sensitive . Let's see what they do about that. Would be pretty annoying if you had to turn it on and off everytime you use a full screen app.""",@eheboi9278,819,2022-09-09T08:44:31Z,negative,True,False,,False,,False,,False,,True,negative,False,
UgxELvwddb6sEwklpdB4AaABAg,"""1:10 the weather is diffrent! LMAO""",@whybuxbaum5141,7,2022-09-08T05:50:51Z,neutral,False,False,,False,,False,,False,,False,,False,
UgzhueQQey7raNHUnCN4AaABAg,"""We forgive you for looking orange!🤣🤣""",@sanketjadhavar,1,2022-09-11T14:09:43Z,positive,False,False,,False,,False,,False,,False,,False,
Ugz75Z5hQiAoFCtj2Ct4AaABAg,"""That dynamic island is such a clever use of that pill cutout space. Good design""",@chaosjunks1,74,2022-09-08T05:49:27Z,positive,True,False,,False,,False,,False,,True,positive,False,
Ugy5goAd2iE9L75jkVp4AaABAg,"""Been rocking with the 11 since it came out in 19 and boy am I glad I didn’t upgrade last year. The dynamic island is awesome + that purple color is 🔥""",@omgeoh,217,2022-09-08T15:07:27Z,positive,True,False,,False,,False,,False,,True,positive,False,
UgwaY1oA5wOPQa0-ROp4AaABAg,"""I’m actually really excited about the satellite app. I go outside of service areas all the time. It’s just the peace of mind that I would love.""",@Hillwatch,77,2022-09-08T13:09:21Z,positive,True,False,,False,,False,,False,,False,,False,
UgygIO-pUkKuGimsOCB4AaABAg,"""Always appreciate the unbiased reviews and good insight! Thank you!""",@LocustAndWildHoney,7,2022-09-08T22:26:48Z,positive,False,False,,False,,False,,False,,False,,False,
UgwbDkpKr736XaTLc6l4AaABAg,"""The satélite connectivity is a small thing for many but for a small crowd that is huge. I am a back country skier and a thru hiker and me and many of my friends carry a dedicated satellite communications device for SOS. Have known a few people who have had to call for help. For me looking at new phones that is actually The single largest feature that has caught my eye in the last few years.""",@brandondasher261,1,2022-09-11T20:00:37Z,positive,True,False,,False,,False,,False,,False,,False,
UgyU45pmFjw-XnbTHpp4AaABAg,"""I love how you can tell the room lighting bothers him. He is a perfectionist and we all benefit from it. Thanks for all your hard work Marques.""",@ztornow,188,2022-09-08T10:54:20Z,positive,False,False,,False,,False,,False,,False,,False,
UgyoCifAasEtWjzxIBR4AaABAg,"""Don't know why it reminded me of the island boys. Then I just started laughing inside.""",@Rick_JAR,1,2022-09-13T02:02:45Z,positive,False,False,,False,,False,,False,,False,,False,
UgzAefXWEzNlbPp0H4F4AaABAg,"""Man’s excited about receiving notifications 😭",,,,,,,,,,,,,,,,,
"Only apple can do this""",@freindimania11,1,2022-09-11T19:47:43Z,positive,True,False,,False,,False,,False,,False,,False,,
UgysTzDG1rJzl4wIBVh4AaABAg,"""I guess this’ll be a massive upgrade for me because I intend to switch from my iPhone 7+ to the 14 Pro Max. Hopefully will be able to use that for another 7 years or so lol.""",@femiairboy94,91,2022-09-08T15:55:59Z,positive,True,False,,False,,False,,False,,False,,False,
UgxJCQHDTh1Gu4E4BfR4AaABAg,"""Now they're truly competing with Apple by not innovating.""",@Poonkin,1273,2022-09-06T06:14:43Z,negative,True,False,,False,,False,,False,,False,,False,
Ugy6aJjBIKeD-ZGuq6V4AaABAg,"""It's awesome how Marques innovated more for this video than Samsung did for the S25 series""",@HydroVector13,2408,2022-09-06T00:00:10Z,negative,True,False,,False,,False,,False,,False,,False,
Ugz8_rTAmZdmEvEr0aB4AaABAg,"""@Marques: I love that you're keeping it real! Please don't ever change.""",@sabofx,91,2022-09-10T22:53:59Z,positive,False,False,,False,,False,,False,,False,,False,
UgwswQxCP_e8jwLIyjZ4AaABAg,"""the intro is fireeeeee 00:00 to 1:20""",@Yessjamal,2185,2022-09-05T22:24:03Z,neutral,False,False,,False,,False,,False,,False,,False,
UgyrgizgYL41HWyKcxl4AaABAg,"""Most people with S23U & S24U can just buy camera rings to make their phones look like S25U also enjoy S-Pen with bluetooth remote.""",@AkashYadavOriginal,799,2022-09-06T05:02:09Z,neutral,True,True,neutral,False,,False,,False,,False,,False,
UgwNvQcjhs3IwhuLfLl4AaABAg,"""Before : removed headphone jack S24 : removed curved display S25 : removed bluetooth S26 : 404""",@anonymous_devil3730,514,2022-09-06T03:46:26Z,negative,True,False,,False,,False,,True,negative,False,,False,
UgwUZzFNCn_dZC8GH-V4AaABAg,"""The thing about the S-pen is pure BS. The most used function by all of us who have an Ultra with the S-pen is as a remote to take photos. It's the perfect time to upgrade my S22 Ultra to an S24 Ultra.""",@tpg81,542,2022-09-05T22:44:04Z,negative,True,True,negative,False,,False,,False,,False,,False,
UgzvgN9l25v1eKuTPXh4AaABAg,"""This is the absolute best review you've done. Excellent take on this phone. I hope that the entire design team watches this video. Samsung take note.""",@vwgtiron,58,2022-09-07T03:54:33Z,positive,True,False,,False,,False,,False,,True,positive,False,
UgxEJm3bngZqcWio5a54AaABAg,"""4:10 - Thanks for watching! Come down and tell some car stories sometime. We'd love to have you.""",@VINwiki,180,2022-09-06T03:12:18Z,neutral,False,False,,False,,False,,False,,False,,False,
UgzKQaQYNipwPIOXbMJ4AaABAg,"""People complain about Apple phones looking the same… Samsung enters the chat""",@yemanator,1,2022-03-26T02:48:41Z,negative,True,False,,False,,False,,False,,True,negative,False,
Ugxi9iezceiB_MtGRFB4AaABAg,"""Video production quality is looking top notch!""",@drunkenyeknom,1,2022-03-27T16:27:35Z,neutral,False,False,,False,,False,,False,,False,,False,
UgwoT0e8fSZxsBTUuuB4AaABAg,"""I hope Samsung took your review seriously and wake up their idea before they became another Nokia. I was actually thinking of buying S24 instead of S25.""",@Ericong,1,2022-03-29T11:31:52Z,negative,True,False,,False,,False,,False,,False,,False,
UgxzWmjf_8VhMDLhPSN4AaABAg,"""1:06 Thought bro was going to go into """"Jerry Rig Everything"""" mode. Had me there 😂""",@beefykenny,580,2022-09-05T23:12:25Z,positive,False,False,,False,,False,,False,,False,,False,
UgywOVOAbnwhJBSPDWd4AaABAg,"""""""You could buy anything else"""" S25 Ultra in one sentence.""",@deejay_lyadh,165,2022-09-05T23:20:04Z,negative,True,False,,False,,False,,False,,False,,False,
UgylgaJgeBNGqIjir1J4AaABAg,"""I think it is more appropriate to call this phone the Samsung Galaxy S25 -Ultra- Pro lol""",@PwrUsrTech,112,2022-09-05T22:48:14Z,neutral,True,False,,False,,False,,False,,False,,False,
Ugx_78YQxAjZrM6DPPl4AaABAg,"""sick introoooo""",@BoomTharis,1634,2022-09-06T15:25:36Z,positive,False,False,,False,,False,,False,,False,,False,
Ugyzu2kKDOGHQsZAolZ4AaABAg,"""This review is on point I like that Marcus doesn't buy into the ultra bullshit. Upon buying the s24 ultra the salesman said to me after you get this phone you won't need to worry about a new device for at least a few good 4 years and he was right 😂😂😂😂😂🎉🎉""",@meetdtruth5600,1,2022-03-28T01:17:20Z,positive,True,False,,False,,False,,False,,False,,False,
UgzPHFz6XSK2C1dGEwF4AaABAg,"""I'm sticking with the S23 ultra. I've never exceeded it's capabilities and the battery is still all day. So samsung hasn't given me any reason to upgrade.""",@jpuhak1,60,2022-09-06T01:50:10Z,neutral,True,False,,True,positive,False,,False,,False,,,
UgwT1Hpr_codRmo-pOh4AaABAg,"""Absolutely loved that intro. So so cool. Music really adds to it.""",@FaeezHendricks,7,2022-02-10T05:27:21Z,positive,False,False,,False,,False,,False,,False,,False,
