comment_id,comment_text,author,like_count,published_at,overall_sentiment,relevant,camera_mentioned,camera_sentiment,battery_mentioned,battery_sentiment,performance_mentioned,performance_sentiment,display_mentioned,display_sentiment,design_mentioned,design_sentiment,price_mentioned,price_sentiment
@saifulridzaimi,228,2023-10-04T14:46:57Z,positive,False,False,,False,,False,,False,,False,,False,,,
" can't wait to see some test results!""",@EB_SOTN,18,2023-10-06T09:09:11Z,positive,True,False,,False,True,positive,False,,False,,False,,,
" and I love what they're doing to improve the Pixel lineup! I love how non-restrictive it is. So long as they don't remove all the """"little"""" features and ways to customize it (including in the ways that most people don't need)"," I'm staying with Pixel. I wish dbrand had a ghost case for the non-pro pixels; I would actually get one.""",@loricat5606,396,2023-10-04T18:15:17Z,positive,False,False,,False,,False,,False,,False,,False,
@filpoamati,147,2023-10-04T14:32:30Z,positive,False,False,,False,,False,,False,,False,,False,,,
@yohanlobo4767,44,2023-10-04T14:51:46Z,positive,True,False,,False,,False,True,positive,False,False,,,,,
@Mortified_Penguin,3,2023-11-13T04:10:07Z,positive,False,False,,False,,False,,False,,False,,False,,,
" battery...etc""",@xuht1992,28,2023-10-05T00:00:55Z,neutral,True,False,,True,negative,False,,False,,False,,,,
" that software magic and all the small thing's and quirkyness makes it stand out from the rest 👍""",@xujznajit,180,2023-10-04T17:56:48Z,positive,True,False,,False,,False,,False,,False,,False,,
" and we'll go back in time and re-record it better"""" lol""",@FUELEDNOVA718,5,2023-10-04T19:21:23Z,neutral,False,False,,False,,False,,False,,False,,False,,
" when you still have 6 years of software support but when you can buy refurbished phones for ~50-60% the MSRP""",@ahadmrauf,51,2023-10-04T17:28:29Z,positive,True,False,,False,,False,,False,,False,True,positive,,
" I never want to be called by anyone ever again.\nI'll stick with a computer desktop.""",@choppergirl,0,2023-10-10T20:07:12Z,negative,False,False,,False,,False,,False,,False,,False,,
@TravisLaMont1992,172,2023-10-04T15:56:33Z,positive,True,False,,False,,False,,False,,False,True,positive,,,
@ranbirbhatia1585,389,2023-10-04T14:53:30Z,positive,False,False,,False,,False,,False,,False,,False,,,
@Wrigglevision,27,2023-10-04T17:45:48Z,positive,True,False,,False,,False,True,positive,False,False,,,,,
@Alexander-yx8qq,4,2023-10-04T19:53:52Z,negative,True,True,negative,False,,False,,False,,False,,False,,,
@Astrometre_,188,2023-10-04T14:50:41Z,positive,False,False,,False,,False,,False,,False,,False,,,
@AJ_Valor,175,2023-10-04T15:26:28Z,positive,False,False,,False,,False,,False,,False,,False,,,
@AnyaDesmond-mz9ke,2,2023-10-10T11:33:43Z,negative,True,True,negative,False,,False,,False,,False,,False,,,
" but it was too dark and your video turns out to be a pix-elated mess and you can't see anything. Hopefully this solves that problem.""",@KoldSteel1990,14,2023-10-04T15:38:07Z,negative,True,False,,False,True,negative,False,,False,,False,,,
" damn! \nLooking forward to the full review!""",@princesspeacock,167,2023-10-04T15:47:17Z,positive,False,False,,False,,False,,False,,False,,False,,
" specifically how they stack up for those of us who are sensitive to the PWM dimming.""",@EricEdwards1,163,2023-10-04T22:43:25Z,positive,True,False,,False,,False,True,negative,False,,False,,,
" I’d say it’s still a bargain.""",@elijahdelacruz3204,5,2023-10-07T16:00:43Z,positive,True,True,positive,False,,False,True,positive,False,,True,positive,,
" you've got no idea how long I've been waiting for this video. And of course I'm really looking forward to the review. I got my Pixel 7 Pro based on your review from last year.""",@ezrasa6165,12,2023-10-04T14:50:47Z,positive,False,False,,False,,False,,False,,False,,False,,
" as the shift is towards the experience that they get you & not the hardware primarily anymore !""",@parthibanarivalagan3119,21,2023-10-05T04:28:45Z,neutral,False,False,,False,,False,,False,,False,,False,,
" tuned to see your review @mkbhd""",@ww_4776,104,2023-10-04T16:54:55Z,neutral,True,False,,True,negative,False,,False,,False,,,,
@yusepe1067,7,2023-10-06T22:56:31Z,negative,True,False,,False,,False,,False,,False,True,negative,,,
" and the camera is always great (especially with the software enhancement). My next phone will probably be a pixel if they keep that up""",@whyler1,150,2023-10-04T15:03:12Z,positive,True,True,positive,False,,False,,False,,False,True,positive,,
@jeffthatcherphotography,37,2023-10-04T18:58:14Z,positive,True,True,positive,False,,False,,False,,False,,False,,,
@josephfades,18,2023-10-04T22:47:38Z,positive,True,False,,False,,False,,False,,False,True,positive,,,
@vd853,4,2024-02-25T17:04:26Z,negative,True,False,,False,,False,,False,,False,,False,,,
@nuffens,78,2023-10-05T09:51:20Z,positive,True,False,,False,,False,,False,,False,,False,,,
@avinsamaroo1317,10,2023-10-04T14:51:59Z,positive,False,False,,False,,False,,False,,False,,False,,,
" but the 8 looks surprisingly up to date.""",@gamingpriests,221,2023-10-04T14:38:15Z,positive,True,False,,False,,False,True,positive,False,,False,,,
@GalaxyStation,1,2023-10-08T06:53:45Z,positive,False,False,,False,,False,,False,,False,,False,,,
@Clandestineclementine,16,2023-10-04T15:17:29Z,positive,True,False,,False,,False,,False,,False,,False,,,
@mohamedrafik9271,73,2023-10-04T15:42:59Z,positive,False,False,,False,,False,,False,,False,,False,,,
" but I could definitely see some interesting and useful applications for it if they keep improving and adding things to it in the coming months/years. Probably the first Pixel phone in quite a while that I'm really thinking of upgrading to. Dig the fact that screen is no longer rounded and has that cleaner flat design""",@ActionHank,319,2023-10-05T01:35:39Z,positive,True,False,,False,,False,,True,positive,False,,False,,
@my_photography_gaggle,20,2023-10-04T15:04:10Z,positive,True,True,positive,False,,False,,False,,False,,False,,,
 the flat screen is so much better than the curved one. Wonder if the battery got improved," too""",@artsymusings,17,2023-10-04T15:12:19Z,positive,True,False,,True,positive,False,,True,positive,False,,False,
 and this is coming from someone who has always had shit phones," the colors are so bright! Everything pops!""",@jesusalberto3145,1,2024-01-04T06:14:41Z,positive,True,False,,False,,False,True,positive,False,,False,,
" rain and night etc.""",@nikunjkhangwal,20,2023-10-05T07:48:24Z,neutral,False,False,,False,,False,,False,,False,,False,,
 but the impeccable software support and the insane AI software features were the frosting," icing and custard on the top. Man this phone is an absolute software marvel.""",@filip9587,15,2023-10-05T19:26:43Z,positive,True,False,,False,,False,,False,,False,,False,
" myself included (potentially).""",@BevanEdwards,135,2023-10-04T16:01:36Z,neutral,False,False,,False,,False,,False,,False,,False,,
" even though it's a moment that never happened. What is a photo?""""\nThat was gold LOL! Great video thanks I am off to the shops to check this Pixel 8""",@lucaromani6789,0,2023-11-30T02:21:50Z,positive,True,True,positive,False,,False,,False,,False,,False,,
